pair_id,dataset,protocol,subject_id,canonical_finger_position,method,method_version,benchmark_contract_version,result_schema_version,config_hash,implementation_hash,manifest_sha256,score_direction,score_semantics,raw_score,prepare_a_ms,prepare_b_ms,compare_ms,method_prepare_a_ms,method_prepare_b_ms,method_compare_ms,total_ms,prepare_a_diagnostics,prepare_b_diagnostics,compare_diagnostics,status,error_code,error_message
sd300b_plain_roll_next_subject_impostor_03_00001012_00001013,sd300b,plain_roll_next_subject_impostor,00001012,3,sourceafis,3.18.1,pairwise-benchmark-v2,pairwise-result-v2,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,825352b28bc7b86d4104cafd4f8d13c5bdad62af27f14b488a953d409c01979c,higher_is_more_similar,Unnormalized SourceAFIS similarity score returned by FingerprintMatcher.match; no threshold or decision is applied.,8.288560202094786,51.4278,225.2487,3.5636,44.3749,200.2987,2.7912,280.3011,{},{},{},ok,,
sd300b_plain_roll_next_subject_impostor_03_00001013_00001014,sd300b,plain_roll_next_subject_impostor,00001013,3,sourceafis,3.18.1,pairwise-benchmark-v2,pairwise-result-v2,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,825352b28bc7b86d4104cafd4f8d13c5bdad62af27f14b488a953d409c01979c,higher_is_more_similar,Unnormalized SourceAFIS similarity score returned by FingerprintMatcher.match; no threshold or decision is applied.,0.0,55.1309,168.8409,4.8787,49.6868,149.2371,3.9887,228.9076,{},{},{},ok,,
sd300b_plain_roll_next_subject_impostor_03_00001014_00001015,sd300b,plain_roll_next_subject_impostor,00001014,3,sourceafis,3.18.1,pairwise-benchmark-v2,pairwise-result-v2,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,825352b28bc7b86d4104cafd4f8d13c5bdad62af27f14b488a953d409c01979c,higher_is_more_similar,Unnormalized SourceAFIS similarity score returned by FingerprintMatcher.match; no threshold or decision is applied.,0.13160213593104564,37.7072,299.3438,3.7333,32.9189,276.4158,2.5858,340.8627,{},{},{},ok,,
sd300b_plain_roll_next_subject_impostor_03_00001015_00001016,sd300b,plain_roll_next_subject_impostor,00001015,3,sourceafis,3.18.1,pairwise-benchmark-v2,pairwise-result-v2,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,825352b28bc7b86d4104cafd4f8d13c5bdad62af27f14b488a953d409c01979c,higher_is_more_similar,Unnormalized SourceAFIS similarity score returned by FingerprintMatcher.match; no threshold or decision is applied.,1.8914099434297145,46.9718,215.023,2.075,41.2114,192.698,1.4559,264.1265,{},{},{},ok,,
sd300b_plain_roll_next_subject_impostor_03_00001016_00001017,sd300b,plain_roll_next_subject_impostor,00001016,3,sourceafis,3.18.1,pairwise-benchmark-v2,pairwise-result-v2,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,825352b28bc7b86d4104cafd4f8d13c5bdad62af27f14b488a953d409c01979c,higher_is_more_similar,Unnormalized SourceAFIS similarity score returned by FingerprintMatcher.match; no threshold or decision is applied.,1.3202392861420327,52.3276,215.2747,3.0323,45.8734,194.8839,2.3557,270.6918,{},{},{},ok,,
sd300b_plain_roll_next_subject_impostor_03_00001017_00001018,sd300b,plain_roll_next_subject_impostor,00001017,3,sourceafis,3.18.1,pairwise-benchmark-v2,pairwise-result-v2,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,825352b28bc7b86d4104cafd4f8d13c5bdad62af27f14b488a953d409c01979c,higher_is_more_similar,Unnormalized SourceAFIS similarity score returned by FingerprintMatcher.match; no threshold or decision is applied.,0.0,58.4413,293.7048,5.9908,52.3028,272.8224,5.1693,358.1977,{},{},{},ok,,
sd300b_plain_roll_next_subject_impostor_03_00001018_00001019,sd300b,plain_roll_next_subject_impostor,00001018,3,sourceafis,3.18.1,pairwise-benchmark-v2,pairwise-result-v2,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,825352b28bc7b86d4104cafd4f8d13c5bdad62af27f14b488a953d409c01979c,higher_is_more_similar,Unnormalized SourceAFIS similarity score returned by FingerprintMatcher.match; no threshold or decision is applied.,0.08010774889247026,55.1969,184.1944,2.7752,48.714,165.9702,2.0257,242.2256,{},{},{},ok,,
sd300b_plain_roll_next_subject_impostor_03_00001019_00001020,sd300b,plain_roll_next_subject_impostor,00001019,3,sourceafis,3.18.1,pairwise-benchmark-v2,pairwise-result-v2,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,825352b28bc7b86d4104cafd4f8d13c5bdad62af27f14b488a953d409c01979c,higher_is_more_similar,Unnormalized SourceAFIS similarity score returned by FingerprintMatcher.match; no threshold or decision is applied.,0.0,46.472,188.2183,1.9267,41.6306,168.6578,1.317,236.6845,{},{},{},ok,,
sd300b_plain_roll_next_subject_impostor_03_00001020_00001021,sd300b,plain_roll_next_subject_impostor,00001020,3,sourceafis,3.18.1,pairwise-benchmark-v2,pairwise-result-v2,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,825352b28bc7b86d4104cafd4f8d13c5bdad62af27f14b488a953d409c01979c,higher_is_more_similar,Unnormalized SourceAFIS similarity score returned by FingerprintMatcher.match; no threshold or decision is applied.,0.2837111279915928,75.4781,216.412,6.5282,52.654,194.2465,5.6167,298.5024,{},{},{},ok,,
sd300b_plain_roll_next_subject_impostor_03_00001021_00001022,sd300b,plain_roll_next_subject_impostor,00001021,3,sourceafis,3.18.1,pairwise-benchmark-v2,pairwise-result-v2,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,825352b28bc7b86d4104cafd4f8d13c5bdad62af27f14b488a953d409c01979c,higher_is_more_similar,Unnormalized SourceAFIS similarity score returned by FingerprintMatcher.match; no threshold or decision is applied.,0.0,72.9038,325.6297,6.9191,65.984,300.6059,5.8788,405.5136,{},{},{},ok,,
sd300b_plain_roll_next_subject_impostor_03_00001022_00001023,sd300b,plain_roll_next_subject_impostor,00001022,3,sourceafis,3.18.1,pairwise-benchmark-v2,pairwise-result-v2,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,825352b28bc7b86d4104cafd4f8d13c5bdad62af27f14b488a953d409c01979c,higher_is_more_similar,Unnormalized SourceAFIS similarity score returned by FingerprintMatcher.match; no threshold or decision is applied.,0.0,59.0742,239.1893,7.7012,53.7831,200.513,6.8838,306.0317,{},{},{},ok,,
sd300b_plain_roll_next_subject_impostor_03_00001023_00001024,sd300b,plain_roll_next_subject_impostor,00001023,3,sourceafis,3.18.1,pairwise-benchmark-v2,pairwise-result-v2,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,825352b28bc7b86d4104cafd4f8d13c5bdad62af27f14b488a953d409c01979c,higher_is_more_similar,Unnormalized SourceAFIS similarity score returned by FingerprintMatcher.match; no threshold or decision is applied.,0.2661584343539622,63.4766,220.3407,6.8254,56.6842,200.0915,5.8472,290.705,{},{},{},ok,,
sd300b_plain_roll_next_subject_impostor_03_00001024_00001025,sd300b,plain_roll_next_subject_impostor,00001024,3,sourceafis,3.18.1,pairwise-benchmark-v2,pairwise-result-v2,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,825352b28bc7b86d4104cafd4f8d13c5bdad62af27f14b488a953d409c01979c,higher_is_more_similar,Unnormalized SourceAFIS similarity score returned by FingerprintMatcher.match; no threshold or decision is applied.,0.0,51.5615,229.8504,2.8825,46.2337,208.7233,2.0629,284.3722,{},{},{},ok,,
sd300b_plain_roll_next_subject_impostor_03_00001025_00001026,sd300b,plain_roll_next_subject_impostor,00001025,3,sourceafis,3.18.1,pairwise-benchmark-v2,pairwise-result-v2,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,825352b28bc7b86d4104cafd4f8d13c5bdad62af27f14b488a953d409c01979c,higher_is_more_similar,Unnormalized SourceAFIS similarity score returned by FingerprintMatcher.match; no threshold or decision is applied.,10.543400927940446,40.3343,218.6947,2.9706,35.6368,199.1181,2.1956,262.0894,{},{},{},ok,,
sd300b_plain_roll_next_subject_impostor_03_00001026_00001027,sd300b,plain_roll_next_subject_impostor,00001026,3,sourceafis,3.18.1,pairwise-benchmark-v2,pairwise-result-v2,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,825352b28bc7b86d4104cafd4f8d13c5bdad62af27f14b488a953d409c01979c,higher_is_more_similar,Unnormalized SourceAFIS similarity score returned by FingerprintMatcher.match; no threshold or decision is applied.,3.966451783607766,28.3432,228.5928,1.6826,24.3764,201.5244,0.9957,258.6764,{},{},{},ok,,
sd300b_plain_roll_next_subject_impostor_03_00001027_00001028,sd300b,plain_roll_next_subject_impostor,00001027,3,sourceafis,3.18.1,pairwise-benchmark-v2,pairwise-result-v2,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,825352b28bc7b86d4104cafd4f8d13c5bdad62af27f14b488a953d409c01979c,higher_is_more_similar,Unnormalized SourceAFIS similarity score returned by FingerprintMatcher.match; no threshold or decision is applied.,1.0613001658841315,40.5308,247.6355,2.8234,35.8577,225.1571,2.0355,291.0528,{},{},{},ok,,
sd300b_plain_roll_next_subject_impostor_03_00001028_00001029,sd300b,plain_roll_next_subject_impostor,00001028,3,sourceafis,3.18.1,pairwise-benchmark-v2,pairwise-result-v2,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,825352b28bc7b86d4104cafd4f8d13c5bdad62af27f14b488a953d409c01979c,higher_is_more_similar,Unnormalized SourceAFIS similarity score returned by FingerprintMatcher.match; no threshold or decision is applied.,2.810307378083956,47.4306,201.4766,2.5023,32.7229,179.5802,1.7344,251.4725,{},{},{},ok,,
sd300b_plain_roll_next_subject_impostor_03_00001029_00001030,sd300b,plain_roll_next_subject_impostor,00001029,3,sourceafis,3.18.1,pairwise-benchmark-v2,pairwise-result-v2,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,825352b28bc7b86d4104cafd4f8d13c5bdad62af27f14b488a953d409c01979c,higher_is_more_similar,Unnormalized SourceAFIS similarity score returned by FingerprintMatcher.match; no threshold or decision is applied.,0.0,65.2116,220.9623,11.4445,58.6181,197.2813,10.6335,297.6859,{},{},{},ok,,
sd300b_plain_roll_next_subject_impostor_03_00001030_00001031,sd300b,plain_roll_next_subject_impostor,00001030,3,sourceafis,3.18.1,pairwise-benchmark-v2,pairwise-result-v2,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,825352b28bc7b86d4104cafd4f8d13c5bdad62af27f14b488a953d409c01979c,higher_is_more_similar,Unnormalized SourceAFIS similarity score returned by FingerprintMatcher.match; no threshold or decision is applied.,2.391558826539347,45.5626,173.4322,2.8628,40.555,154.5522,2.1337,221.9271,{},{},{},ok,,
sd300b_plain_roll_next_subject_impostor_03_00001031_00001032,sd300b,plain_roll_next_subject_impostor,00001031,3,sourceafis,3.18.1,pairwise-benchmark-v2,pairwise-result-v2,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,825352b28bc7b86d4104cafd4f8d13c5bdad62af27f14b488a953d409c01979c,higher_is_more_similar,Unnormalized SourceAFIS similarity score returned by FingerprintMatcher.match; no threshold or decision is applied.,1.810382436147602,30.089,271.8155,1.6953,26.2782,248.4301,1.1425,303.6526,{},{},{},ok,,
sd300b_plain_roll_next_subject_impostor_03_00001032_00001033,sd300b,plain_roll_next_subject_impostor,00001032,3,sourceafis,3.18.1,pairwise-benchmark-v2,pairwise-result-v2,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,825352b28bc7b86d4104cafd4f8d13c5bdad62af27f14b488a953d409c01979c,higher_is_more_similar,Unnormalized SourceAFIS similarity score returned by FingerprintMatcher.match; no threshold or decision is applied.,4.744147070189001,55.3443,172.6677,4.6746,49.133,157.5362,3.9973,232.7517,{},{},{},ok,,
sd300b_plain_roll_next_subject_impostor_03_00001033_00001034,sd300b,plain_roll_next_subject_impostor,00001033,3,sourceafis,3.18.1,pairwise-benchmark-v2,pairwise-result-v2,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,825352b28bc7b86d4104cafd4f8d13c5bdad62af27f14b488a953d409c01979c,higher_is_more_similar,Unnormalized SourceAFIS similarity score returned by FingerprintMatcher.match; no threshold or decision is applied.,0.3265815740058102,50.5279,204.3976,2.8445,44.9439,183.8976,2.2134,257.8324,{},{},{},ok,,
sd300b_plain_roll_next_subject_impostor_03_00001034_00001035,sd300b,plain_roll_next_subject_impostor,00001034,3,sourceafis,3.18.1,pairwise-benchmark-v2,pairwise-result-v2,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,825352b28bc7b86d4104cafd4f8d13c5bdad62af27f14b488a953d409c01979c,higher_is_more_similar,Unnormalized SourceAFIS similarity score returned by FingerprintMatcher.match; no threshold or decision is applied.,4.516755987385896,49.2125,284.4448,6.1832,43.0117,263.2768,5.3554,339.9166,{},{},{},ok,,
sd300b_plain_roll_next_subject_impostor_03_00001035_00001036,sd300b,plain_roll_next_subject_impostor,00001035,3,sourceafis,3.18.1,pairwise-benchmark-v2,pairwise-result-v2,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,825352b28bc7b86d4104cafd4f8d13c5bdad62af27f14b488a953d409c01979c,higher_is_more_similar,Unnormalized SourceAFIS similarity score returned by FingerprintMatcher.match; no threshold or decision is applied.,1.4309298982403513,44.8788,230.1387,3.9911,39.8949,208.7446,3.2324,279.0677,{},{},{},ok,,
sd300b_plain_roll_next_subject_impostor_03_00001036_00001037,sd300b,plain_roll_next_subject_impostor,00001036,3,sourceafis,3.18.1,pairwise-benchmark-v2,pairwise-result-v2,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,825352b28bc7b86d4104cafd4f8d13c5bdad62af27f14b488a953d409c01979c,higher_is_more_similar,Unnormalized SourceAFIS similarity score returned by FingerprintMatcher.match; no threshold or decision is applied.,11.058260353826839,58.0291,224.5606,4.4292,51.9162,203.9682,3.4384,287.0883,{},{},{},ok,,
sd300b_plain_roll_next_subject_impostor_03_00001037_00001038,sd300b,plain_roll_next_subject_impostor,00001037,3,sourceafis,3.18.1,pairwise-benchmark-v2,pairwise-result-v2,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,825352b28bc7b86d4104cafd4f8d13c5bdad62af27f14b488a953d409c01979c,higher_is_more_similar,Unnormalized SourceAFIS similarity score returned by FingerprintMatcher.match; no threshold or decision is applied.,2.728284178262764,61.591,269.632,2.1069,33.8706,246.5563,1.4874,333.3851,{},{},{},ok,,
sd300b_plain_roll_next_subject_impostor_03_00001038_00001039,sd300b,plain_roll_next_subject_impostor,00001038,3,sourceafis,3.18.1,pairwise-benchmark-v2,pairwise-result-v2,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,825352b28bc7b86d4104cafd4f8d13c5bdad62af27f14b488a953d409c01979c,higher_is_more_similar,Unnormalized SourceAFIS similarity score returned by FingerprintMatcher.match; no threshold or decision is applied.,0.0551961831988145,62.362,229.79,8.7092,56.1744,207.8974,7.9167,300.9288,{},{},{},ok,,
sd300b_plain_roll_next_subject_impostor_03_00001039_00001040,sd300b,plain_roll_next_subject_impostor,00001039,3,sourceafis,3.18.1,pairwise-benchmark-v2,pairwise-result-v2,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,825352b28bc7b86d4104cafd4f8d13c5bdad62af27f14b488a953d409c01979c,higher_is_more_similar,Unnormalized SourceAFIS similarity score returned by FingerprintMatcher.match; no threshold or decision is applied.,0.6943354638025072,55.916,187.712,4.7965,49.5781,167.4231,3.8169,248.4858,{},{},{},ok,,
sd300b_plain_roll_next_subject_impostor_03_00001040_00001041,sd300b,plain_roll_next_subject_impostor,00001040,3,sourceafis,3.18.1,pairwise-benchmark-v2,pairwise-result-v2,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,825352b28bc7b86d4104cafd4f8d13c5bdad62af27f14b488a953d409c01979c,higher_is_more_similar,Unnormalized SourceAFIS similarity score returned by FingerprintMatcher.match; no threshold or decision is applied.,1.3316713335839196,65.7495,221.6188,2.8528,59.2087,200.0358,2.2241,290.2769,{},{},{},ok,,
sd300b_plain_roll_next_subject_impostor_03_00001041_00001042,sd300b,plain_roll_next_subject_impostor,00001041,3,sourceafis,3.18.1,pairwise-benchmark-v2,pairwise-result-v2,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,825352b28bc7b86d4104cafd4f8d13c5bdad62af27f14b488a953d409c01979c,higher_is_more_similar,Unnormalized SourceAFIS similarity score returned by FingerprintMatcher.match; no threshold or decision is applied.,0.0,52.8098,284.304,4.191,46.9082,223.7284,3.2334,341.369,{},{},{},ok,,
sd300b_plain_roll_next_subject_impostor_03_00001042_00001043,sd300b,plain_roll_next_subject_impostor,00001042,3,sourceafis,3.18.1,pairwise-benchmark-v2,pairwise-result-v2,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,825352b28bc7b86d4104cafd4f8d13c5bdad62af27f14b488a953d409c01979c,higher_is_more_similar,Unnormalized SourceAFIS similarity score returned by FingerprintMatcher.match; no threshold or decision is applied.,8.558373292111659,69.4794,218.9497,6.1299,62.872,196.4942,5.4144,294.6246,{},{},{},ok,,
sd300b_plain_roll_next_subject_impostor_03_00001043_00001044,sd300b,plain_roll_next_subject_impostor,00001043,3,sourceafis,3.18.1,pairwise-benchmark-v2,pairwise-result-v2,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,825352b28bc7b86d4104cafd4f8d13c5bdad62af27f14b488a953d409c01979c,higher_is_more_similar,Unnormalized SourceAFIS similarity score returned by FingerprintMatcher.match; no threshold or decision is applied.,0.6915768948760068,50.155,240.0799,2.2976,44.0112,218.8891,1.4482,292.5931,{},{},{},ok,,
sd300b_plain_roll_next_subject_impostor_03_00001044_00001045,sd300b,plain_roll_next_subject_impostor,00001044,3,sourceafis,3.18.1,pairwise-benchmark-v2,pairwise-result-v2,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,825352b28bc7b86d4104cafd4f8d13c5bdad62af27f14b488a953d409c01979c,higher_is_more_similar,Unnormalized SourceAFIS similarity score returned by FingerprintMatcher.match; no threshold or decision is applied.,0.0,50.6743,255.7284,3.3065,45.2331,228.4098,2.4455,309.771,{},{},{},ok,,
sd300b_plain_roll_next_subject_impostor_03_00001045_00001046,sd300b,plain_roll_next_subject_impostor,00001045,3,sourceafis,3.18.1,pairwise-benchmark-v2,pairwise-result-v2,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,825352b28bc7b86d4104cafd4f8d13c5bdad62af27f14b488a953d409c01979c,higher_is_more_similar,Unnormalized SourceAFIS similarity score returned by FingerprintMatcher.match; no threshold or decision is applied.,0.0,69.5519,243.0203,5.918,62.6403,219.101,5.2879,318.5545,{},{},{},ok,,
sd300b_plain_roll_next_subject_impostor_03_00001046_00001047,sd300b,plain_roll_next_subject_impostor,00001046,3,sourceafis,3.18.1,pairwise-benchmark-v2,pairwise-result-v2,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,825352b28bc7b86d4104cafd4f8d13c5bdad62af27f14b488a953d409c01979c,higher_is_more_similar,Unnormalized SourceAFIS similarity score returned by FingerprintMatcher.match; no threshold or decision is applied.,7.417447523773546,50.5856,259.9455,5.1097,44.4226,236.8097,3.9603,315.7083,{},{},{},ok,,
sd300b_plain_roll_next_subject_impostor_03_00001047_00001048,sd300b,plain_roll_next_subject_impostor,00001047,3,sourceafis,3.18.1,pairwise-benchmark-v2,pairwise-result-v2,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,825352b28bc7b86d4104cafd4f8d13c5bdad62af27f14b488a953d409c01979c,higher_is_more_similar,Unnormalized SourceAFIS similarity score returned by FingerprintMatcher.match; no threshold or decision is applied.,1.561915237914015,56.0878,233.2892,3.5237,50.2368,211.5123,2.6629,292.981,{},{},{},ok,,
sd300b_plain_roll_next_subject_impostor_03_00001048_00001049,sd300b,plain_roll_next_subject_impostor,00001048,3,sourceafis,3.18.1,pairwise-benchmark-v2,pairwise-result-v2,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,825352b28bc7b86d4104cafd4f8d13c5bdad62af27f14b488a953d409c01979c,higher_is_more_similar,Unnormalized SourceAFIS similarity score returned by FingerprintMatcher.match; no threshold or decision is applied.,3.6133839208267804,52.3065,264.9761,5.7546,47.0688,220.718,4.9008,323.1068,{},{},{},ok,,
sd300b_plain_roll_next_subject_impostor_03_00001049_00001050,sd300b,plain_roll_next_subject_impostor,00001049,3,sourceafis,3.18.1,pairwise-benchmark-v2,pairwise-result-v2,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,825352b28bc7b86d4104cafd4f8d13c5bdad62af27f14b488a953d409c01979c,higher_is_more_similar,Unnormalized SourceAFIS similarity score returned by FingerprintMatcher.match; no threshold or decision is applied.,0.5793678131595544,73.3293,152.7063,7.2222,65.1614,132.9432,6.3988,233.3799,{},{},{},ok,,
sd300b_plain_roll_next_subject_impostor_03_00001050_00001000,sd300b,plain_roll_next_subject_impostor,00001050,3,sourceafis,3.18.1,pairwise-benchmark-v2,pairwise-result-v2,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,825352b28bc7b86d4104cafd4f8d13c5bdad62af27f14b488a953d409c01979c,higher_is_more_similar,Unnormalized SourceAFIS similarity score returned by FingerprintMatcher.match; no threshold or decision is applied.,0.0,34.6855,193.0787,2.7259,30.3428,173.306,2.01,230.5636,{},{},{},ok,,
sd300b_plain_roll_next_subject_impostor_04_00001000_00001001,sd300b,plain_roll_next_subject_impostor,00001000,4,sourceafis,3.18.1,pairwise-benchmark-v2,pairwise-result-v2,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,825352b28bc7b86d4104cafd4f8d13c5bdad62af27f14b488a953d409c01979c,higher_is_more_similar,Unnormalized SourceAFIS similarity score returned by FingerprintMatcher.match; no threshold or decision is applied.,2.751893192811032,37.1211,194.6528,1.8387,32.7202,172.9177,1.2747,233.6739,{},{},{},ok,,
sd300b_plain_roll_next_subject_impostor_04_00001001_00001002,sd300b,plain_roll_next_subject_impostor,00001001,4,sourceafis,3.18.1,pairwise-benchmark-v2,pairwise-result-v2,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,825352b28bc7b86d4104cafd4f8d13c5bdad62af27f14b488a953d409c01979c,higher_is_more_similar,Unnormalized SourceAFIS similarity score returned by FingerprintMatcher.match; no threshold or decision is applied.,2.723534980593332,80.2152,174.9218,7.4917,71.4708,155.7953,6.6097,262.6972,{},{},{},ok,,
sd300b_plain_roll_next_subject_impostor_04_00001002_00001003,sd300b,plain_roll_next_subject_impostor,00001002,4,sourceafis,3.18.1,pairwise-benchmark-v2,pairwise-result-v2,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,825352b28bc7b86d4104cafd4f8d13c5bdad62af27f14b488a953d409c01979c,higher_is_more_similar,Unnormalized SourceAFIS similarity score returned by FingerprintMatcher.match; no threshold or decision is applied.,0.0,45.8149,243.2149,1.8075,41.2136,219.2088,1.1158,290.9028,{},{},{},ok,,
