pair_id,dataset,protocol,label,score_mode,reference_score,selected_score,score_delta_selected_minus_reference,reference_accepted,selected_accepted,decision_agreement,reference_accept_selected_reject,reference_reject_selected_accept,reference_zero_selected_positive,reference_positive_selected_zero,reference_geometry_success,selected_geometry_success,latency_delta_ms,keypoint_delta_a,keypoint_delta_b,match_count_delta,inlier_count_delta
pilot_impostor_sd300b_00065,sd300b,impostor_sanity,0,geometric_inlier_count,3.0,0.0,-3.0,False,False,True,False,False,False,True,True,False,190.9567,0.0,0.0,-10.0,-3.0
pilot_impostor_sd300b_00066,sd300b,impostor_sanity,0,geometric_inlier_count,3.0,0.0,-3.0,False,False,True,False,False,False,True,True,False,200.29240000000001,-1.0,0.0,-6.0,-3.0
pilot_impostor_sd300b_00067,sd300b,impostor_sanity,0,geometric_inlier_count,4.0,0.0,-4.0,False,False,True,False,False,False,True,True,False,172.1567,-1248.0,0.0,-25.0,-4.0
pilot_impostor_sd300b_00068,sd300b,impostor_sanity,0,geometric_inlier_count,4.0,0.0,-4.0,False,False,True,False,False,False,True,True,False,220.6245,-1.0,3.0,-12.0,-4.0
pilot_impostor_sd300b_00069,sd300b,impostor_sanity,0,geometric_inlier_count,4.0,0.0,-4.0,False,False,True,False,False,False,True,True,False,242.75239999999997,1.0,0.0,-16.0,-4.0
pilot_impostor_sd300b_00070,sd300b,impostor_sanity,0,geometric_inlier_count,7.0,0.0,-7.0,False,False,True,False,False,False,True,True,False,201.4443,-469.0,0.0,-34.0,-7.0
pilot_impostor_sd300b_00071,sd300b,impostor_sanity,0,geometric_inlier_count,3.0,0.0,-3.0,False,False,True,False,False,False,True,True,False,243.31540000000004,0.0,0.0,-18.0,-3.0
pilot_impostor_sd300b_00072,sd300b,impostor_sanity,0,geometric_inlier_count,3.0,0.0,-3.0,False,False,True,False,False,False,True,True,False,289.6061,-1.0,1.0,-6.0,-3.0
pilot_impostor_sd300b_00073,sd300b,impostor_sanity,0,geometric_inlier_count,4.0,2.0,-2.0,False,False,True,False,False,False,False,True,True,198.23700000000002,-174.0,0.0,-9.0,-2.0
pilot_impostor_sd300b_00074,sd300b,impostor_sanity,0,geometric_inlier_count,4.0,2.0,-2.0,False,False,True,False,False,False,False,True,True,283.6905,0.0,1.0,-6.0,-2.0
pilot_impostor_sd300b_00075,sd300b,impostor_sanity,0,geometric_inlier_count,5.0,0.0,-5.0,False,False,True,False,False,False,True,True,False,160.3829,0.0,1.0,-43.0,-5.0
pilot_impostor_sd300b_00076,sd300b,impostor_sanity,0,geometric_inlier_count,3.0,0.0,-3.0,False,False,True,False,False,False,True,True,False,163.80839999999998,0.0,0.0,-10.0,-3.0
pilot_impostor_sd300b_00077,sd300b,impostor_sanity,0,geometric_inlier_count,4.0,0.0,-4.0,False,False,True,False,False,False,True,True,False,172.34380000000002,1.0,0.0,-22.0,-4.0
pilot_impostor_sd300b_00078,sd300b,impostor_sanity,0,geometric_inlier_count,7.0,3.0,-4.0,False,False,True,False,False,False,False,True,True,218.6354,0.0,-1.0,-44.0,-4.0
pilot_impostor_sd300b_00079,sd300b,impostor_sanity,0,geometric_inlier_count,5.0,0.0,-5.0,False,False,True,False,False,False,True,True,False,188.96909999999997,0.0,0.0,-47.0,-5.0
pilot_impostor_sd300b_00080,sd300b,impostor_sanity,0,geometric_inlier_count,3.0,0.0,-3.0,False,False,True,False,False,False,True,True,False,189.6294,-558.0,-1.0,-9.0,-3.0
pilot_impostor_sd300b_00081,sd300b,impostor_sanity,0,geometric_inlier_count,4.0,2.0,-2.0,False,False,True,False,False,False,False,True,True,230.43589999999998,-84.0,0.0,-20.0,-2.0
pilot_impostor_sd300b_00082,sd300b,impostor_sanity,0,geometric_inlier_count,3.0,2.0,-1.0,False,False,True,False,False,False,False,True,True,179.08800000000002,-247.0,0.0,-19.0,-1.0
pilot_impostor_sd300b_00083,sd300b,impostor_sanity,0,geometric_inlier_count,3.0,0.0,-3.0,False,False,True,False,False,False,True,True,False,186.3248,0.0,0.0,-5.0,-3.0
pilot_impostor_sd300b_00084,sd300b,impostor_sanity,0,geometric_inlier_count,3.0,3.0,0.0,False,False,True,False,False,False,False,True,True,210.5125,1.0,0.0,-2.0,0.0
pilot_impostor_sd300b_00085,sd300b,impostor_sanity,0,geometric_inlier_count,4.0,0.0,-4.0,False,False,True,False,False,False,True,True,False,189.09120000000001,0.0,-1.0,-29.0,-4.0
pilot_impostor_sd300b_00086,sd300b,impostor_sanity,0,geometric_inlier_count,4.0,0.0,-4.0,False,False,True,False,False,False,True,True,False,304.8206,0.0,0.0,-10.0,-4.0
pilot_impostor_sd300b_00087,sd300b,impostor_sanity,0,geometric_inlier_count,10.0,0.0,-10.0,True,False,False,True,False,False,True,True,False,193.5081,0.0,2.0,-33.0,-10.0
pilot_impostor_sd300b_00088,sd300b,impostor_sanity,0,geometric_inlier_count,3.0,0.0,-3.0,False,False,True,False,False,False,True,True,False,211.2824,1.0,0.0,-10.0,-3.0
pilot_impostor_sd300b_00089,sd300b,impostor_sanity,0,geometric_inlier_count,6.0,3.0,-3.0,False,False,True,False,False,False,False,True,True,296.7798,1.0,-1.0,-27.0,-3.0
pilot_impostor_sd300b_00090,sd300b,impostor_sanity,0,geometric_inlier_count,6.0,0.0,-6.0,False,False,True,False,False,False,True,True,False,164.7856,-230.0,0.0,-41.0,-6.0
pilot_impostor_sd300b_00091,sd300b,impostor_sanity,0,geometric_inlier_count,3.0,0.0,-3.0,False,False,True,False,False,False,True,True,False,179.91920000000002,-133.0,1.0,-10.0,-3.0
pilot_impostor_sd300b_00092,sd300b,impostor_sanity,0,geometric_inlier_count,5.0,0.0,-5.0,False,False,True,False,False,False,True,True,False,191.9543,-1821.0,0.0,-29.0,-5.0
pilot_impostor_sd300b_00093,sd300b,impostor_sanity,0,geometric_inlier_count,7.0,2.0,-5.0,False,False,True,False,False,False,False,True,True,201.647,-810.0,0.0,-87.0,-5.0
pilot_impostor_sd300b_00094,sd300b,impostor_sanity,0,geometric_inlier_count,4.0,3.0,-1.0,False,False,True,False,False,False,False,True,True,271.8989,1.0,0.0,-9.0,-1.0
pilot_impostor_sd300b_00095,sd300b,impostor_sanity,0,geometric_inlier_count,3.0,0.0,-3.0,False,False,True,False,False,False,True,True,False,131.55429999999998,0.0,-1.0,-12.0,-3.0
pilot_impostor_sd300b_00096,sd300b,impostor_sanity,0,geometric_inlier_count,5.0,2.0,-3.0,False,False,True,False,False,False,False,True,True,237.9377,0.0,1.0,-22.0,-3.0
pilot_impostor_sd300b_00097,sd300b,impostor_sanity,0,geometric_inlier_count,3.0,0.0,-3.0,False,False,True,False,False,False,True,True,False,149.72299999999998,0.0,-1.0,-19.0,-3.0
pilot_impostor_sd300b_00098,sd300b,impostor_sanity,0,geometric_inlier_count,4.0,0.0,-4.0,False,False,True,False,False,False,True,True,False,190.2916,0.0,0.0,-31.0,-4.0
pilot_impostor_sd300b_00099,sd300b,impostor_sanity,0,geometric_inlier_count,3.0,2.0,-1.0,False,False,True,False,False,False,False,True,True,164.4856,-1.0,-1.0,-12.0,-1.0
pilot_impostor_sd300b_00100,sd300b,impostor_sanity,0,geometric_inlier_count,5.0,0.0,-5.0,False,False,True,False,False,False,True,True,False,223.8388,1.0,0.0,-34.0,-5.0
pilot_impostor_sd300b_00101,sd300b,impostor_sanity,0,geometric_inlier_count,3.0,0.0,-3.0,False,False,True,False,False,False,True,True,False,177.1717,0.0,-1.0,-12.0,-3.0
pilot_impostor_sd300b_00102,sd300b,impostor_sanity,0,geometric_inlier_count,3.0,0.0,-3.0,False,False,True,False,False,False,True,True,False,175.76389999999998,1.0,0.0,-18.0,-3.0
pilot_impostor_sd300b_00103,sd300b,impostor_sanity,0,geometric_inlier_count,3.0,0.0,-3.0,False,False,True,False,False,False,True,True,False,201.43800000000002,-873.0,-1.0,-10.0,-3.0
pilot_impostor_sd300b_00104,sd300b,impostor_sanity,0,geometric_inlier_count,4.0,0.0,-4.0,False,False,True,False,False,False,True,True,False,191.25179999999997,-133.0,0.0,-7.0,-4.0
pilot_impostor_sd300b_00105,sd300b,impostor_sanity,0,geometric_inlier_count,4.0,0.0,-4.0,False,False,True,False,False,False,True,True,False,158.4946,-97.0,-1.0,-38.0,-4.0
pilot_impostor_sd300b_00106,sd300b,impostor_sanity,0,geometric_inlier_count,5.0,0.0,-5.0,False,False,True,False,False,False,True,True,False,207.75709999999998,-1.0,0.0,-20.0,-5.0
pilot_impostor_sd300b_00107,sd300b,impostor_sanity,0,geometric_inlier_count,5.0,2.0,-3.0,False,False,True,False,False,False,False,True,True,277.0759,0.0,1.0,-10.0,-3.0
pilot_impostor_sd300b_00108,sd300b,impostor_sanity,0,geometric_inlier_count,5.0,2.0,-3.0,False,False,True,False,False,False,False,True,True,182.6314,-1.0,0.0,-39.0,-3.0
pilot_impostor_sd300b_00109,sd300b,impostor_sanity,0,geometric_inlier_count,4.0,0.0,-4.0,False,False,True,False,False,False,True,True,False,215.9548,0.0,0.0,-15.0,-4.0
pilot_impostor_sd300b_00110,sd300b,impostor_sanity,0,geometric_inlier_count,3.0,0.0,-3.0,False,False,True,False,False,False,True,True,False,205.3839,0.0,0.0,-11.0,-3.0
pilot_impostor_sd300b_00111,sd300b,impostor_sanity,0,geometric_inlier_count,3.0,0.0,-3.0,False,False,True,False,False,False,True,True,False,220.66190000000003,0.0,-1.0,-12.0,-3.0
pilot_impostor_sd300b_00112,sd300b,impostor_sanity,0,geometric_inlier_count,4.0,2.0,-2.0,False,False,True,False,False,False,False,True,True,186.0559,-421.0,0.0,-5.0,-2.0
pilot_impostor_sd300b_00113,sd300b,impostor_sanity,0,geometric_inlier_count,3.0,0.0,-3.0,False,False,True,False,False,False,True,True,False,165.27519999999998,-1495.0,1.0,-8.0,-3.0
pilot_impostor_sd300b_00114,sd300b,impostor_sanity,0,geometric_inlier_count,3.0,0.0,-3.0,False,False,True,False,False,False,True,True,False,284.8577,-2.0,0.0,-7.0,-3.0
pilot_impostor_sd300b_00115,sd300b,impostor_sanity,0,geometric_inlier_count,4.0,0.0,-4.0,False,False,True,False,False,False,True,True,False,198.25910000000002,-125.0,0.0,-12.0,-4.0
pilot_impostor_sd300b_00116,sd300b,impostor_sanity,0,geometric_inlier_count,3.0,0.0,-3.0,False,False,True,False,False,False,True,True,False,140.11909999999997,-1223.0,0.0,-3.0,-3.0
pilot_impostor_sd300b_00117,sd300b,impostor_sanity,0,geometric_inlier_count,3.0,2.0,-1.0,False,False,True,False,False,False,False,True,True,214.8883,0.0,0.0,-12.0,-1.0
pilot_impostor_sd300b_00118,sd300b,impostor_sanity,0,geometric_inlier_count,3.0,0.0,-3.0,False,False,True,False,False,False,True,True,False,277.66549999999995,0.0,-1.0,-11.0,-3.0
pilot_impostor_sd300b_00119,sd300b,impostor_sanity,0,geometric_inlier_count,3.0,0.0,-3.0,False,False,True,False,False,False,True,True,False,188.3119,-1.0,0.0,-6.0,-3.0
pilot_impostor_sd300b_00120,sd300b,impostor_sanity,0,geometric_inlier_count,4.0,0.0,-4.0,False,False,True,False,False,False,True,True,False,233.12879999999998,-1.0,0.0,-15.0,-4.0
pilot_impostor_sd300b_00121,sd300b,impostor_sanity,0,geometric_inlier_count,3.0,0.0,-3.0,False,False,True,False,False,False,True,True,False,287.96979999999996,0.0,-1.0,-18.0,-3.0
pilot_impostor_sd300b_00122,sd300b,impostor_sanity,0,geometric_inlier_count,4.0,0.0,-4.0,False,False,True,False,False,False,True,True,False,147.07889999999998,-1376.0,-1.0,-17.0,-4.0
pilot_impostor_sd300b_00123,sd300b,impostor_sanity,0,geometric_inlier_count,4.0,0.0,-4.0,False,False,True,False,False,False,True,True,False,287.6227,1.0,-1.0,-24.0,-4.0
pilot_impostor_sd300b_00124,sd300b,impostor_sanity,0,geometric_inlier_count,4.0,2.0,-2.0,False,False,True,False,False,False,False,True,True,159.0376,0.0,0.0,-26.0,-2.0
pilot_impostor_sd300b_00125,sd300b,impostor_sanity,0,geometric_inlier_count,4.0,0.0,-4.0,False,False,True,False,False,False,True,True,False,246.7015,0.0,0.0,-12.0,-4.0
pilot_impostor_sd300b_00126,sd300b,impostor_sanity,0,geometric_inlier_count,4.0,0.0,-4.0,False,False,True,False,False,False,True,True,False,238.151,-46.0,0.0,-8.0,-4.0
pilot_impostor_sd300b_00127,sd300b,impostor_sanity,0,geometric_inlier_count,4.0,2.0,-2.0,False,False,True,False,False,False,False,True,True,251.31239999999997,1.0,0.0,-12.0,-2.0
pilot_impostor_sd300b_00128,sd300b,impostor_sanity,0,geometric_inlier_count,4.0,0.0,-4.0,False,False,True,False,False,False,True,True,False,248.583,1.0,-1.0,-25.0,-4.0
pilot_impostor_sd300b_00129,sd300b,impostor_sanity,0,geometric_inlier_count,3.0,0.0,-3.0,False,False,True,False,False,False,True,True,False,217.6993,0.0,1.0,-10.0,-3.0
pilot_impostor_sd300b_00130,sd300b,impostor_sanity,0,geometric_inlier_count,3.0,0.0,-3.0,False,False,True,False,False,False,True,True,False,215.4254,1.0,0.0,-8.0,-3.0
pilot_impostor_sd300b_00131,sd300b,impostor_sanity,0,geometric_inlier_count,3.0,0.0,-3.0,False,False,True,False,False,False,True,True,False,167.72820000000002,0.0,0.0,-9.0,-3.0
pilot_impostor_sd300b_00132,sd300b,impostor_sanity,0,geometric_inlier_count,5.0,0.0,-5.0,False,False,True,False,False,False,True,True,False,147.809,-1403.0,0.0,-22.0,-5.0
pilot_impostor_sd300b_00133,sd300b,impostor_sanity,0,geometric_inlier_count,7.0,0.0,-7.0,False,False,True,False,False,False,True,True,False,213.52209999999997,-1.0,0.0,-34.0,-7.0
pilot_impostor_sd300b_00134,sd300b,impostor_sanity,0,geometric_inlier_count,3.0,0.0,-3.0,False,False,True,False,False,False,True,True,False,232.95049999999998,-1.0,-1.0,-13.0,-3.0
pilot_impostor_sd300b_00135,sd300b,impostor_sanity,0,geometric_inlier_count,3.0,0.0,-3.0,False,False,True,False,False,False,True,True,False,193.2782,-1.0,0.0,-6.0,-3.0
pilot_impostor_sd300b_00136,sd300b,impostor_sanity,0,geometric_inlier_count,3.0,0.0,-3.0,False,False,True,False,False,False,True,True,False,297.8777,-1.0,0.0,-6.0,-3.0
pilot_impostor_sd300b_00137,sd300b,impostor_sanity,0,geometric_inlier_count,3.0,0.0,-3.0,False,False,True,False,False,False,True,True,False,154.86759999999998,-1367.0,0.0,-9.0,-3.0
pilot_impostor_sd300b_00138,sd300b,impostor_sanity,0,geometric_inlier_count,3.0,0.0,-3.0,False,False,True,False,False,False,True,True,False,163.79919999999998,-652.0,-1.0,-7.0,-3.0
pilot_impostor_sd300b_00139,sd300b,impostor_sanity,0,geometric_inlier_count,3.0,0.0,-3.0,False,False,True,False,False,False,True,True,False,121.57719999999998,-1666.0,1.0,-16.0,-3.0
pilot_impostor_sd300b_00140,sd300b,impostor_sanity,0,geometric_inlier_count,4.0,0.0,-4.0,False,False,True,False,False,False,True,True,False,191.07040000000003,0.0,1.0,-20.0,-4.0
pilot_impostor_sd300b_00141,sd300b,impostor_sanity,0,geometric_inlier_count,3.0,0.0,-3.0,False,False,True,False,False,False,True,True,False,202.15439999999998,-312.0,-1.0,-8.0,-3.0
pilot_impostor_sd300b_00142,sd300b,impostor_sanity,0,geometric_inlier_count,3.0,0.0,-3.0,False,False,True,False,False,False,True,True,False,148.05190000000002,-1585.0,0.0,-7.0,-3.0
pilot_impostor_sd300b_00143,sd300b,impostor_sanity,0,geometric_inlier_count,5.0,0.0,-5.0,False,False,True,False,False,False,True,True,False,299.42819999999995,1.0,1.0,-22.0,-5.0
pilot_impostor_sd300b_00144,sd300b,impostor_sanity,0,geometric_inlier_count,4.0,0.0,-4.0,False,False,True,False,False,False,True,True,False,135.7885,0.0,-1.0,-7.0,-4.0
pilot_impostor_sd300b_00145,sd300b,impostor_sanity,0,geometric_inlier_count,3.0,2.0,-1.0,False,False,True,False,False,False,False,True,True,182.2913,0.0,-1.0,-15.0,-1.0
pilot_impostor_sd300b_00146,sd300b,impostor_sanity,0,geometric_inlier_count,3.0,0.0,-3.0,False,False,True,False,False,False,True,True,False,140.243,-866.0,0.0,-9.0,-3.0
pilot_impostor_sd300b_00147,sd300b,impostor_sanity,0,geometric_inlier_count,8.0,3.0,-5.0,False,False,True,False,False,False,False,True,True,116.7211,-2015.0,1.0,-34.0,-5.0
pilot_impostor_sd300b_00148,sd300b,impostor_sanity,0,geometric_inlier_count,3.0,0.0,-3.0,False,False,True,False,False,False,True,True,False,223.6745,-1.0,1.0,-7.0,-3.0
pilot_impostor_sd300b_00149,sd300b,impostor_sanity,0,geometric_inlier_count,4.0,2.0,-2.0,False,False,True,False,False,False,False,True,True,173.9325,0.0,-1.0,-3.0,-2.0
pilot_impostor_sd300b_00150,sd300b,impostor_sanity,0,geometric_inlier_count,7.0,0.0,-7.0,False,False,True,False,False,False,True,True,False,216.9463,0.0,0.0,-38.0,-7.0
pilot_impostor_sd300b_00151,sd300b,impostor_sanity,0,geometric_inlier_count,6.0,0.0,-6.0,False,False,True,False,False,False,True,True,False,216.6017,0.0,-1.0,-19.0,-6.0
pilot_impostor_sd300b_00152,sd300b,impostor_sanity,0,geometric_inlier_count,4.0,0.0,-4.0,False,False,True,False,False,False,True,True,False,191.457,0.0,2.0,-18.0,-4.0
pilot_impostor_sd300b_00153,sd300b,impostor_sanity,0,geometric_inlier_count,3.0,2.0,-1.0,False,False,True,False,False,False,False,True,True,147.9856,0.0,0.0,-9.0,-1.0
pilot_impostor_sd300b_00154,sd300b,impostor_sanity,0,geometric_inlier_count,4.0,0.0,-4.0,False,False,True,False,False,False,True,True,False,326.48069999999996,0.0,0.0,-16.0,-4.0
pilot_impostor_sd300b_00155,sd300b,impostor_sanity,0,geometric_inlier_count,5.0,2.0,-3.0,False,False,True,False,False,False,False,True,True,216.9819,0.0,-1.0,-22.0,-3.0
pilot_impostor_sd300b_00156,sd300b,impostor_sanity,0,geometric_inlier_count,4.0,0.0,-4.0,False,False,True,False,False,False,True,True,False,154.45999999999998,-2390.0,1.0,-9.0,-4.0
pilot_impostor_sd300b_00157,sd300b,impostor_sanity,0,geometric_inlier_count,6.0,0.0,-6.0,False,False,True,False,False,False,True,True,False,164.64520000000002,0.0,-1.0,-37.0,-6.0
pilot_impostor_sd300b_00158,sd300b,impostor_sanity,0,geometric_inlier_count,3.0,2.0,-1.0,False,False,True,False,False,False,False,True,True,232.16619999999998,-1.0,-1.0,-11.0,-1.0
pilot_impostor_sd300b_00159,sd300b,impostor_sanity,0,geometric_inlier_count,4.0,0.0,-4.0,False,False,True,False,False,False,True,True,False,290.6314,0.0,0.0,-23.0,-4.0
pilot_impostor_sd300b_00160,sd300b,impostor_sanity,0,geometric_inlier_count,3.0,3.0,0.0,False,False,True,False,False,False,False,True,True,245.55949999999999,-1.0,2.0,-7.0,0.0
pilot_impostor_sd300b_00161,sd300b,impostor_sanity,0,geometric_inlier_count,4.0,0.0,-4.0,False,False,True,False,False,False,True,True,False,180.8823,-151.0,0.0,-18.0,-4.0
pilot_impostor_sd300b_00162,sd300b,impostor_sanity,0,geometric_inlier_count,3.0,0.0,-3.0,False,False,True,False,False,False,True,True,False,319.3743,1.0,-1.0,-9.0,-3.0
pilot_impostor_sd300b_00163,sd300b,impostor_sanity,0,geometric_inlier_count,5.0,4.0,-1.0,False,True,False,False,True,False,False,True,True,296.82129999999995,0.0,-1.0,-21.0,-1.0
pilot_impostor_sd300b_00164,sd300b,impostor_sanity,0,geometric_inlier_count,3.0,0.0,-3.0,False,False,True,False,False,False,True,True,False,240.17550000000003,0.0,0.0,-14.0,-3.0
pilot_impostor_sd300b_00165,sd300b,impostor_sanity,0,geometric_inlier_count,5.0,2.0,-3.0,False,False,True,False,False,False,False,True,True,274.6153,0.0,0.0,-20.0,-3.0
pilot_impostor_sd300b_00166,sd300b,impostor_sanity,0,geometric_inlier_count,8.0,0.0,-8.0,False,False,True,False,False,False,True,True,False,307.437,0.0,0.0,-28.0,-8.0
pilot_impostor_sd300b_00167,sd300b,impostor_sanity,0,geometric_inlier_count,3.0,0.0,-3.0,False,False,True,False,False,False,True,True,False,313.2898,0.0,0.0,-4.0,-3.0
pilot_impostor_sd300b_00168,sd300b,impostor_sanity,0,geometric_inlier_count,3.0,0.0,-3.0,False,False,True,False,False,False,True,True,False,152.36030000000002,-128.0,-1.0,-25.0,-3.0
pilot_impostor_sd300b_00169,sd300b,impostor_sanity,0,geometric_inlier_count,3.0,0.0,-3.0,False,False,True,False,False,False,True,True,False,204.74860000000004,0.0,-1.0,-9.0,-3.0
pilot_impostor_sd300b_00170,sd300b,impostor_sanity,0,geometric_inlier_count,4.0,0.0,-4.0,False,False,True,False,False,False,True,True,False,162.88779999999997,1.0,0.0,-16.0,-4.0
pilot_impostor_sd300b_00171,sd300b,impostor_sanity,0,geometric_inlier_count,4.0,0.0,-4.0,False,False,True,False,False,False,True,True,False,157.478,-1.0,1.0,-39.0,-4.0
pilot_impostor_sd300b_00172,sd300b,impostor_sanity,0,geometric_inlier_count,3.0,0.0,-3.0,False,False,True,False,False,False,True,True,False,213.79919999999998,1.0,0.0,-7.0,-3.0
pilot_impostor_sd300b_00173,sd300b,impostor_sanity,0,geometric_inlier_count,4.0,0.0,-4.0,False,False,True,False,False,False,True,True,False,253.35399999999998,0.0,0.0,-9.0,-4.0
pilot_impostor_sd300b_00174,sd300b,impostor_sanity,0,geometric_inlier_count,4.0,0.0,-4.0,False,False,True,False,False,False,True,True,False,218.2422,0.0,1.0,-26.0,-4.0
pilot_impostor_sd300b_00175,sd300b,impostor_sanity,0,geometric_inlier_count,4.0,0.0,-4.0,False,False,True,False,False,False,True,True,False,150.97779999999997,0.0,0.0,-14.0,-4.0
pilot_impostor_sd300b_00176,sd300b,impostor_sanity,0,geometric_inlier_count,4.0,2.0,-2.0,False,False,True,False,False,False,False,True,True,208.86360000000002,0.0,-1.0,-7.0,-2.0
pilot_impostor_sd300b_00177,sd300b,impostor_sanity,0,geometric_inlier_count,4.0,0.0,-4.0,False,False,True,False,False,False,True,True,False,261.0196,0.0,0.0,-68.0,-4.0
pilot_impostor_sd300b_00178,sd300b,impostor_sanity,0,geometric_inlier_count,3.0,0.0,-3.0,False,False,True,False,False,False,True,True,False,190.0451,0.0,0.0,-4.0,-3.0
pilot_impostor_sd300b_00179,sd300b,impostor_sanity,0,geometric_inlier_count,4.0,0.0,-4.0,False,False,True,False,False,False,True,True,False,218.60850000000002,0.0,0.0,-25.0,-4.0
pilot_impostor_sd300b_00180,sd300b,impostor_sanity,0,geometric_inlier_count,4.0,2.0,-2.0,False,False,True,False,False,False,False,True,True,206.8333,0.0,0.0,-11.0,-2.0
pilot_impostor_sd300b_00181,sd300b,impostor_sanity,0,geometric_inlier_count,4.0,0.0,-4.0,False,False,True,False,False,False,True,True,False,179.7363,-250.0,0.0,-24.0,-4.0
pilot_impostor_sd300b_00182,sd300b,impostor_sanity,0,geometric_inlier_count,4.0,0.0,-4.0,False,False,True,False,False,False,True,True,False,286.1209,0.0,0.0,-12.0,-4.0
pilot_impostor_sd300b_00183,sd300b,impostor_sanity,0,geometric_inlier_count,3.0,0.0,-3.0,False,False,True,False,False,False,True,True,False,141.55679999999998,1.0,1.0,-10.0,-3.0
pilot_impostor_sd300b_00184,sd300b,impostor_sanity,0,geometric_inlier_count,8.0,3.0,-5.0,False,False,True,False,False,False,False,True,True,301.2074,0.0,0.0,-27.0,-5.0
pilot_impostor_sd300b_00185,sd300b,impostor_sanity,0,geometric_inlier_count,3.0,0.0,-3.0,False,False,True,False,False,False,True,True,False,203.4855,0.0,0.0,-6.0,-3.0
pilot_impostor_sd300b_00186,sd300b,impostor_sanity,0,geometric_inlier_count,3.0,0.0,-3.0,False,False,True,False,False,False,True,True,False,183.2973,-1.0,0.0,-8.0,-3.0
pilot_impostor_sd300b_00187,sd300b,impostor_sanity,0,geometric_inlier_count,3.0,0.0,-3.0,False,False,True,False,False,False,True,True,False,189.141,0.0,0.0,-11.0,-3.0
pilot_impostor_sd300b_00188,sd300b,impostor_sanity,0,geometric_inlier_count,5.0,0.0,-5.0,False,False,True,False,False,False,True,True,False,200.23920000000004,0.0,0.0,-49.0,-5.0
pilot_impostor_sd300b_00189,sd300b,impostor_sanity,0,geometric_inlier_count,3.0,0.0,-3.0,False,False,True,False,False,False,True,True,False,188.1283,0.0,0.0,-5.0,-3.0
pilot_impostor_sd300b_00190,sd300b,impostor_sanity,0,geometric_inlier_count,8.0,0.0,-8.0,False,False,True,False,False,False,True,True,False,71.59909999999999,-1911.0,0.0,-57.0,-8.0
pilot_impostor_sd300b_00191,sd300b,impostor_sanity,0,geometric_inlier_count,3.0,2.0,-1.0,False,False,True,False,False,False,False,True,True,188.6372,0.0,0.0,-13.0,-1.0
pilot_impostor_sd300b_00192,sd300b,impostor_sanity,0,geometric_inlier_count,3.0,0.0,-3.0,False,False,True,False,False,False,True,True,False,183.8532,0.0,1.0,-5.0,-3.0
pilot_impostor_sd300b_00193,sd300b,impostor_sanity,0,geometric_inlier_count,4.0,0.0,-4.0,False,False,True,False,False,False,True,True,False,288.64,0.0,0.0,-16.0,-4.0
pilot_impostor_sd300b_00194,sd300b,impostor_sanity,0,geometric_inlier_count,3.0,0.0,-3.0,False,False,True,False,False,False,True,True,False,131.63349999999997,-2227.0,0.0,-8.0,-3.0
pilot_impostor_sd300b_00195,sd300b,impostor_sanity,0,geometric_inlier_count,4.0,0.0,-4.0,False,False,True,False,False,False,True,True,False,164.07869999999997,0.0,1.0,-11.0,-4.0
pilot_impostor_sd300b_00196,sd300b,impostor_sanity,0,geometric_inlier_count,3.0,0.0,-3.0,False,False,True,False,False,False,True,True,False,151.17999999999998,0.0,0.0,-9.0,-3.0
pilot_impostor_sd300b_00197,sd300b,impostor_sanity,0,geometric_inlier_count,3.0,0.0,-3.0,False,False,True,False,False,False,True,True,False,121.1026,0.0,0.0,-13.0,-3.0
pilot_impostor_sd300b_00198,sd300b,impostor_sanity,0,geometric_inlier_count,4.0,0.0,-4.0,False,False,True,False,False,False,True,True,False,224.60750000000002,0.0,0.0,-15.0,-4.0
pilot_impostor_sd300b_00199,sd300b,impostor_sanity,0,geometric_inlier_count,4.0,0.0,-4.0,False,False,True,False,False,False,True,True,False,298.7494,0.0,0.0,-27.0,-4.0
pilot_impostor_sd300b_00200,sd300b,impostor_sanity,0,geometric_inlier_count,4.0,0.0,-4.0,False,False,True,False,False,False,True,True,False,294.7545,0.0,0.0,-16.0,-4.0
pilot_impostor_sd300c_00001,sd300c,impostor_sanity,0,geometric_inlier_count,4.0,0.0,-4.0,False,False,True,False,False,False,True,True,False,962.4346,0.0,0.0,-14.0,-4.0
pilot_impostor_sd300c_00002,sd300c,impostor_sanity,0,geometric_inlier_count,3.0,0.0,-3.0,False,False,True,False,False,False,True,True,False,1113.5993999999998,-18.0,1.0,-20.0,-3.0
pilot_impostor_sd300c_00003,sd300c,impostor_sanity,0,geometric_inlier_count,3.0,0.0,-3.0,False,False,True,False,False,False,True,True,False,1257.66,0.0,0.0,-15.0,-3.0
pilot_impostor_sd300c_00004,sd300c,impostor_sanity,0,geometric_inlier_count,3.0,0.0,-3.0,False,False,True,False,False,False,True,True,False,867.315,-1085.0,0.0,-16.0,-3.0
pilot_impostor_sd300c_00005,sd300c,impostor_sanity,0,geometric_inlier_count,4.0,0.0,-4.0,False,False,True,False,False,False,True,True,False,1104.3289,0.0,-1.0,-15.0,-4.0
pilot_impostor_sd300c_00006,sd300c,impostor_sanity,0,geometric_inlier_count,4.0,0.0,-4.0,False,False,True,False,False,False,True,True,False,1400.1724,0.0,1.0,-10.0,-4.0
